business_id,postal_code,business_lat,business_long,overall_business_stars,overall_review_count,isromantic,isintimate,istouristy,ishipster,isdivey,isclassy,istrendy,isupscale,iscasual,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,alcohol,outdoorseating,restaurantstableservice,bikeparking,happyhour,byob,businessacceptscreditcards,restaurantscounterservice,hastv,restaurantspricerange2,restaurantsreservations,restaurantsdelivery,wifi,restaurantstakeout,n_photo,attribute_count,average_stars_2018,average_stars_2019,review_count_2018,review_count_2019,check_in_count_2018,check_in_count_2019,Total.population_2018,Total.population_2019,children_2018,children_2019,youth_2018,youth_2019,adults_2018,adults_2019,elders_2018,elders_2019,surrounding_children_2018,surrounding_youth_2018,surrounding_adults_2018,surrounding_elders_2018,surrounding_children_2019,surrounding_youth_2019,surrounding_adults_2019,surrounding_elders_2019,scaled_capped_business_proximity,landmarks_nearby,capped_Total.population_2018,scaled_capped_Total.population_2018,capped_Total.population_2019,scaled_capped_Total.population_2019,capped_children_2018,scaled_capped_children_2018,capped_children_2019,scaled_capped_children_2019,capped_youth_2018,scaled_capped_youth_2018,capped_youth_2019,scaled_capped_youth_2019,capped_adults_2018,scaled_capped_adults_2018,capped_adults_2019,scaled_capped_adults_2019,capped_elders_2018,scaled_capped_elders_2018,capped_elders_2019,scaled_capped_elders_2019,capped_surrounding_children_2018,scaled_capped_surrounding_children_2018,capped_surrounding_youth_2018,scaled_capped_surrounding_youth_2018,capped_surrounding_adults_2018,scaled_capped_surrounding_adults_2018,capped_surrounding_elders_2018,scaled_capped_surrounding_elders_2018,capped_surrounding_children_2019,scaled_capped_surrounding_children_2019,capped_surrounding_youth_2019,scaled_capped_surrounding_youth_2019,capped_surrounding_adults_2019,scaled_capped_surrounding_adults_2019,capped_surrounding_elders_2019,scaled_capped_surrounding_elders_2019
bNAT7mJmjQrTNPFEWDro1Q,19122,39.9798433,-75.133138400000007,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,1,0,4,5,3,2,3,2,2,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,0.12717886643691603,21,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
bNBi-RVlx71bugXY0GRLtQ,19104,39.956725,-75.2099251,4.5,34,NA,NA,0,NA,NA,NA,NA,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,5,4.44,6,25,3,15,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,53009,61505,173694,42427,53652,60644,174777,43211,0.1566373304483239,16,54311,0.7563354077115545,53560,0.7249726794052389,6698,0.29031065088757396,6454,0.26593701996927804,23800,9.74587912087912,23654,9.0067283431455,20000,0.13937872607467838,19313,0.06738981360264322,3813,-0.12467532467532468,4139,-0.027495188342040143,53009,0.834178444276621,61505,1.9555918534020724,173694,1.2108249672632039,42427,1.1358974358974359,53652,0.861805681201375,60644,2.1250416990992993,174777,1.214624952883528,43211,1.14375
bNBtk8F-iiiWp6Z9Zi3ziA,19103,39.95289,-75.169248,2.5,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,1,NA,0,1,0,0,2,1,1,6,2.75,2.6667,12,6,8,7,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,3.207954040413205,7,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
BnffoBFNuGmNAksel7AX8g,19104,39.9544307,-75.1999069,3,119,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,NA,1,1,NA,1,NA,1,2,0,1,0,1,0,16,3.75,2.1111,16,9,10,12,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,53009,61505,173694,42427,53652,60644,174777,43211,0.33804377775664596,13,54311,0.7563354077115545,53560,0.7249726794052389,6698,0.29031065088757396,6454,0.26593701996927804,23800,9.74587912087912,23654,9.0067283431455,20000,0.13937872607467838,19313,0.06738981360264322,3813,-0.12467532467532468,4139,-0.027495188342040143,53009,0.834178444276621,61505,1.9555918534020724,173694,1.2108249672632039,42427,1.1358974358974359,53652,0.861805681201375,60644,2.1250416990992993,174777,1.214624952883528,43211,1.14375
BnprLJ4Lr33--YjTmgk9Zg,19130,39.9602728,-75.1692394,4,457,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,NA,1,1,NA,0,2,1,1,0,1,7,14,4.3947,4.3571,38,28,46,28,27410,27093,2684,2323,2292,2113,19125,19149,3309,3508,31373,54428,123210,29135,30550,53965,126080,30070,0.7887828373562803,11,27410,-0.10659523962276256,27093,-0.1515051164022916,2684,-0.4519230769230769,2323,-0.5272657450076805,2292,-0.1021062271062271,2113,-0.05172413793103448,19125,0.08446815186695952,19149,0.0571660120940091,3309,-0.2701298701298701,3508,-0.20098982678031344,31373,0.056100981767180924,54428,1.59435455055893,123210,0.2527470441994193,29135,0.3046278924327705,30550,0.025836801157951873,53965,1.753697320137885,126080,0.29685261967583865,30070,0.36892688679245284
BNqtMJ-zXdHn49eaegGumg,19149,40.0489636,-75.0633962,2.5,47,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,1,2,0,1,0,1,1,9,1.5,1.75,12,8,6,2,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,67652,39284,161429,35335,68141,37520,161537,35821,-0.26495958333105923,2,59633,0.9270545967793674,58055,0.8738285260125178,13491,1.546412721893491,13291,1.5787250384024578,8011,2.5164835164835164,6979,1.994533221194281,32065,0.8965171007216818,31665,0.8374166199114769,6066,0.5255411255411255,6120,0.5171844927137751,67652,1.3607724673643327,39284,0.8213465366750038,161429,0.9780616021103372,35335,0.6923702313946216,68141,1.3861045775284964,37520,0.8393750694984988,161537,0.9650961176027139,35821,0.7080188679245283
BnwPx4GPOfxXZk2G-6oDwQ,19127,40.0292874,-75.2234981,4,58,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,NA,NA,0,NA,1,1,0,1,0,1,0,6,4.5,4,4,5,3,1,6082,5760,265,228,1430,1214,3972,3910,415,408,5649,5353,27210,6179,5297,4706,27313,6088,-0.17651410175649612,13,6082,-0.7907551164431899,5760,-0.8579660231148789,265,-0.8992233727810651,228,-0.929531490015361,1430,-0.4967948717948718,1214,-0.42977291841883936,3972,-0.8664574835268277,3910,-0.892837104918646,415,-1.1053391053391053,408,-1.053340665383558,5649,-0.8689898227065127,5353,-0.9106222244908376,27210,-1.569126828990568,6179,-1.131019387116948,5297,-0.8879681563235028,4706,-0.9850439230512621,27313,-1.5645684131172257,6088,-1.0451061320754718
BO4L5vmX7pwwiQiIz7QbsQ,19103,39.9530218,-75.1675084,4,35,0,0,0,NA,0,NA,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,1,2,0,1,NA,1,1,8,4,4.3333,18,6,34,32,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,1.537765877823564,8,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
BOq6aYbFAyCYNv_7O2mIMg,19147,39.9419643,-75.1513895,3.5,191,0,0,0,NA,NA,0,NA,0,1,0,1,0,0,0,0,0,0,1,0,NA,1,NA,1,2,0,1,0,1,5,12,3.575,3.7742,40,31,62,61,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,1.1719143736008053,32,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
BOUmrR6yo4cjeDJn-l_zFg,19128,40.0343850509,-75.2161171262,3,140,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,NA,NA,1,NA,1,2,0,NA,0,1,5,12,3.5294,3.4,17,15,2,4,38309,37644,5384,5069,3923,3492,23238,23403,5764,5680,20952,16635,78528,21782,20338,16472,78913,21916,-0.28444783711820903,9,38309,0.2430230320138577,37644,0.1979004536874524,5384,0.047337278106508875,5069,0,3923,0.6446886446886447,3492,0.528174936921783,23238,0.342579228114214,23403,0.3223614487874821,5764,0.4383838383838384,5680,0.3962056640087985,20952,-0.3186607688711475,16635,-0.33474554642437854,78528,-0.5952213766534454,21782,-0.15522201375859912,20338,-0.3436945901935951,16472,-0.33086845324141,78913,-0.5920844327176781,21916,-0.11185141509433963
BPBTCvmUfRnEH6yyABzOzA,19122,39.9757885,-75.133938,4,283,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,1,0,1,1,NA,1,NA,1,2,0,1,2,1,17,17,4.3556,4.2941,90,68,215,139,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,0.14257913665000385,21,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
BpIwDr5mG6wG5-Pxu3yxSg,19147,39.9374733,-75.1504451,4,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,1,NA,1,1,0,1,2,1,6,9,4.1714,4.0625,35,32,23,25,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.5427130090016687,27,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
bq0n3CQy1CkE_WUe76zQvg,19107,39.9552470769,-75.1554087019,3.5,254,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,0,0,NA,1,NA,NA,1,NA,1,2,0,1,0,1,3,10,3.4783,3.3529,23,17,32,17,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,2.4249290285529357,18,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
Br37ifeGL9K3Yt2skPiLjw,19147,39.9368929656,-75.1667970791,4,102,0,NA,0,1,NA,0,NA,0,1,0,1,0,0,0,2,0,NA,1,NA,NA,1,NA,0,2,0,NA,NA,NA,9,11,3.6,3.5714,5,7,15,17,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.6552207578499016,20,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
bRhUak1PMKvQ3qqcmqc--A,19127,40.025053,-75.2220736,4,133,0,NA,NA,NA,0,NA,NA,0,1,0,0,0,0,0,0,1,1,0,NA,NA,1,NA,0,2,0,1,NA,1,5,10,4.0746,4,67,24,32,18,6082,5760,265,228,1430,1214,3972,3910,415,408,5649,5353,27210,6179,5297,4706,27313,6088,0.18002909047512108,5,6082,-0.7907551164431899,5760,-0.8579660231148789,265,-0.8992233727810651,228,-0.929531490015361,1430,-0.4967948717948718,1214,-0.42977291841883936,3972,-0.8664574835268277,3910,-0.892837104918646,415,-1.1053391053391053,408,-1.053340665383558,5649,-0.8689898227065127,5353,-0.9106222244908376,27210,-1.569126828990568,6179,-1.131019387116948,5297,-0.8879681563235028,4706,-0.9850439230512621,27313,-1.5645684131172257,6088,-1.0451061320754718
BRl-KarobZBNuCvhz5RWKg,19147,39.93245,-75.14619,4.5,137,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,1,NA,0,2,1,1,2,1,18,10,4.5349,4.5577,43,52,15,52,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.28426695467819,18,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
BryQISFnkCdcJET-tpAx3w,19147,39.9414231194,-75.1524895976,4.5,448,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,NA,0,2,1,0,2,1,49,14,4.3733,4.5354,75,99,52,73,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.6433403823518588,31,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
bSIrwzXUgh_7CmcLlzENCA,19149,40.046348,-75.0702176,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,1,NA,1,1,0,NA,NA,NA,1,5,2,NA,1,0,1,3,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,67652,39284,161429,35335,68141,37520,161537,35821,-0.3430182635353912,4,59633,0.9270545967793674,58055,0.8738285260125178,13491,1.546412721893491,13291,1.5787250384024578,8011,2.5164835164835164,6979,1.994533221194281,32065,0.8965171007216818,31665,0.8374166199114769,6066,0.5255411255411255,6120,0.5171844927137751,67652,1.3607724673643327,39284,0.8213465366750038,161429,0.9780616021103372,35335,0.6923702313946216,68141,1.3861045775284964,37520,0.8393750694984988,161537,0.9650961176027139,35821,0.7080188679245283
BsR5RIMJB5P9f0-SDMZHYg,19122,39.9828233,-75.1539435,4.5,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,1,NA,1,1,0,0,0,1,0,9,4,4.5,4,4,2,1,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,0.2683353611211726,17,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
bSWL0YxfawjS03_g2kgujA,19104,39.9514453,-75.2029159,3,221,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,NA,1,NA,NA,1,NA,1,1,0,1,0,1,0,14,2.0667,2.4286,15,14,9,14,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,53009,61505,173694,42427,53652,60644,174777,43211,0.3267963610529058,17,54311,0.7563354077115545,53560,0.7249726794052389,6698,0.29031065088757396,6454,0.26593701996927804,23800,9.74587912087912,23654,9.0067283431455,20000,0.13937872607467838,19313,0.06738981360264322,3813,-0.12467532467532468,4139,-0.027495188342040143,53009,0.834178444276621,61505,1.9555918534020724,173694,1.2108249672632039,42427,1.1358974358974359,53652,0.861805681201375,60644,2.1250416990992993,174777,1.214624952883528,43211,1.14375
btO6x9iGY4KiP4DpOf0TPg,19106,39.949507,-75.1512667537,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,1,NA,1,NA,NA,1,NA,0,1,0,1,0,1,0,9,1,4,1,1,12,3,12375,12592,763,776,761,657,8671,8853,2180,2306,8741,6883,55346,9842,9233,6744,56818,10146,1.0711529067567325,29,12375,-0.5888881760441393,12592,-0.6317183826207902,763,-0.807137573964497,776,-0.8243087557603687,761,-0.8031135531135531,657,-0.6640033641715728,8671,-0.5715720112958895,8853,-0.5846892338382894,2180,-0.5959595959595959,2306,-0.5314819906516359,8741,-0.7577947998705362,6883,-0.8325251390944821,55346,-1.0351659613231359,9842,-0.9019387116948092,9233,-0.7455400759905917,6744,-0.871733570554876,56818,-1.0084998115341124,10146,-0.8058372641509434
bTve2mwLk5Zc01vRKqc2KQ,19147,39.9385518,-75.1496356,4.5,183,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,NA,1,NA,NA,0,NA,1,1,0,0,2,1,2,10,4.6667,4.8333,9,12,24,14,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.8286449375740844,28,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
BUEx8JCXx5v81EEVAIUC-Q,19130,39.9639216,-75.1751039,4,82,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,1,1,0,1,0,NA,1,NA,1,1,0,1,2,1,2,12,4.7857,3.5,14,8,25,22,27410,27093,2684,2323,2292,2113,19125,19149,3309,3508,31373,54428,123210,29135,30550,53965,126080,30070,0.20596618755934903,12,27410,-0.10659523962276256,27093,-0.1515051164022916,2684,-0.4519230769230769,2323,-0.5272657450076805,2292,-0.1021062271062271,2113,-0.05172413793103448,19125,0.08446815186695952,19149,0.0571660120940091,3309,-0.2701298701298701,3508,-0.20098982678031344,31373,0.056100981767180924,54428,1.59435455055893,123210,0.2527470441994193,29135,0.3046278924327705,30550,0.025836801157951873,53965,1.753697320137885,126080,0.29685261967583865,30070,0.36892688679245284
bugqlf02nwjIY1F8lozzKQ,19128,40.034485782,-75.2164116943,4,141,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NA,1,NA,NA,1,NA,1,2,0,1,2,0,1,9,3.75,3.75,12,8,9,13,38309,37644,5384,5069,3923,3492,23238,23403,5764,5680,20952,16635,78528,21782,20338,16472,78913,21916,-0.17867819778093816,9,38309,0.2430230320138577,37644,0.1979004536874524,5384,0.047337278106508875,5069,0,3923,0.6446886446886447,3492,0.528174936921783,23238,0.342579228114214,23403,0.3223614487874821,5764,0.4383838383838384,5680,0.3962056640087985,20952,-0.3186607688711475,16635,-0.33474554642437854,78528,-0.5952213766534454,21782,-0.15522201375859912,20338,-0.3436945901935951,16472,-0.33086845324141,78913,-0.5920844327176781,21916,-0.11185141509433963
bUnqKEP7h48ePxHMXV0fNw,19137,40.0016758779,-75.0653133347,3.5,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,0,NA,NA,1,NA,1,1,0,1,0,1,0,8,4,5,1,1,3,1,8482,8347,1831,1757,708,746,4965,4687,978,1157,44793,24346,90376,14743,45963,23374,91042,15786,-0.38853057572755406,4,8482,-0.7137678834926542,8347,-0.7722952611186542,1831,-0.6096523668639053,1757,-0.6359447004608295,708,-0.8273809523809523,746,-0.6265769554247267,4965,-0.8041418261688108,4687,-0.8443987282588368,978,-0.9428571428571428,1157,-0.8474017047016772,44793,0.5387132736361347,24346,0.05885355520392017,90376,-0.3703717761372478,14743,-0.5954346466541588,45963,0.5835715578071287,23374,0.052874457911709104,91042,-0.3634941575574821,15786,-0.47329009433962266
BV9qbgExWLPT2j-_w5zoNA,19139,39.9611001,-75.2248974,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,1,1,0,0,0,1,0,3,5,4.5,2,2,2,2,44870,46397,9958,10556,6191,6533,22881,23428,5840,5880,44760,49723,118242,29849,45936,48994,117345,30378,0.6648662892112294,13,44870,0.4534868800923847,46397,0.48776368513428486,9958,0.8931213017751479,10556,1.0535714285714286,6191,1.6831501831501832,6533,1.8069806560134567,22881,0.3201757138374647,23428,0.32391995511501775,5840,0.4603174603174603,5880,0.4511960406928787,44760,0.5375265220987521,49723,1.354193252003471,118242,0.15846507126183743,29849,0.3492808005003127,45936,0.5825945359146011,48994,1.4773156899810964,117345,0.1322276667923106,30378,0.3870872641509434
bvg9CWsF3FIA-oq00MulAQ,19107,39.9553886,-75.154976,3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,1,0,3,3.4,NA,5,0,8,2,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,3.1122619062936976,18,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
Bw0cpnfI-Y9QmjWzqS-oFg,19148,39.929738,-75.1633963,4,219,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,NA,1,NA,NA,1,NA,0,2,1,0,2,1,2,10,3.5455,3.25,11,8,10,2,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,0.7430643068508573,16,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
BWdDR_4lWAE6uloubO0oZw,19147,39.932169,-75.1445882,3,209,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,1,NA,NA,1,NA,1,2,0,1,0,1,2,11,2.5556,2.5294,18,17,13,6,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.297971760162122,16,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
bwgK5d9oT2sUcvyBOsTREQ,19147,39.9365822,-75.1626553,4.5,224,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,NA,1,NA,1,2,0,NA,0,1,5,15,4.7255,4.6429,51,42,133,112,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.9934841281917354,23,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
BWITd9JUXP3gSi1z3Y-z8g,19129,40.0078746,-75.1924072,4,729,NA,0,0,NA,0,1,NA,0,1,0,1,0,1,0,2,1,1,1,1,NA,1,NA,1,2,1,1,2,1,18,17,4.1884,4.1333,69,60,74,73,10640,11275,1568,1618,1273,1312,6517,6957,1282,1388,41240,30013,118161,30926,39638,28391,120199,32442,-0.3508913398001255,1,10640,-0.6445435298646308,11275,-0.6753319866211875,1568,-0.658284023668639,1618,-0.6626344086021505,1273,-0.5686813186813187,1312,-0.38856181665264927,6517,-0.7067461562598054,6957,-0.7028863537185961,1282,-0.8551226551226552,1388,-0.7838878196315645,41240,0.4109396914446003,30013,0.3481190342504211,118161,0.1569278651813334,30926,0.416635397123202,39638,0.3546951329835354,28391,0.33181363282553095,120199,0.18601583113456466,32442,0.5087853773584906
bwlHQiKk7EACbEZC5T3r7g,19149,40.0394683,-75.0563012,4,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,1,NA,1,0,4,4.2,4.1429,5,7,4,5,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,67652,39284,161429,35335,68141,37520,161537,35821,-0.08123042625195381,3,59633,0.9270545967793674,58055,0.8738285260125178,13491,1.546412721893491,13291,1.5787250384024578,8011,2.5164835164835164,6979,1.994533221194281,32065,0.8965171007216818,31665,0.8374166199114769,6066,0.5255411255411255,6120,0.5171844927137751,67652,1.3607724673643327,39284,0.8213465366750038,161429,0.9780616021103372,35335,0.6923702313946216,68141,1.3861045775284964,37520,0.8393750694984988,161537,0.9650961176027139,35821,0.7080188679245283
